ClienteID,NomeCliente,Sexo,Idade,FaixaEtaria,Cidade,Estado,Regiao,DataCadastro
649,Cliente 0649,Masculino,51,45-54,São Paulo,SP,Sudeste,2024-11-02
650,Cliente 0650,Feminino,37,35-44,Niterói,RJ,Sudeste,2021-04-15
651,Cliente 0651,Masculino,41,35-44,Palmas,TO,Norte,2022-03-19
652,Cliente 0652,Feminino,43,35-44,Belém,PA,Norte,2022-08-03
653,Cliente 0653,Feminino,29,25-34,Rio de Janeiro,RJ,Sudeste,2024-09-21
654,Cliente 0654,Masculino,45,45-54,Joinville,SC,Sul,2021-12-23
655,Cliente 0655,Feminino,18,18-24,Santos,SP,Sudeste,2024-01-06
656,Cliente 0656,Feminino,52,45-54,Vitória,ES,Sudeste,2024-03-22
657,Cliente 0657,Não informado,59,55+,Santos,SP,Sudeste,2023-03-24
658,Cliente 0658,Feminino,59,55+,Campinas,SP,Sudeste,2024-02-29
659,Cliente 0659,Masculino,23,18-24,Santos,SP,sudeste ,2023-03-15
660,Cliente 0660,Masculino,34,25-34,Curitiba,PR,Sul,2023-03-22
661,Cliente 0661,Feminino,18,18-24,Florianópolis,SC,Sul,2022-02-22
662,Cliente 0662,Feminino,50,45-54,Porto Velho,RO,Norte,2021-03-31
663,Cliente 0663,Masculino,34,25-34,Belo Horizonte,MG,Sudeste,2021-10-06
664,Cliente 0664,Masculino,26,25-34,São Paulo,SP,Sudeste,2021-03-08
665,Cliente 0665,Masculino,40,35-44,Belo Horizonte,MG,Sudeste,2023-03-25
666,Cliente 0666,Não informado,42,35-44,Belo Horizonte,MG,Sudeste,2023-03-10
667,Cliente 0667,Masculino,19,18-24,Vitória,ES,Sudeste,2023-01-16
668,Cliente 0668,Não informado,20,18-24,Maceió,AL,Nordeste,2024-08-27
669,Cliente 0669,Masculino,48,45-54,Campinas,SP,Sudeste,2024-12-20
670,Cliente 0670,Feminino,56,55+,Santos,SP,Sudeste,2024-12-18
671,Cliente 0671,Masculino,54,45-54,Fortaleza,CE,Nordeste,2024-10-01
672,Cliente 0672,Não informado,45,45-54,Cuiabá,MT,Centro-Oeste,2022-11-22
673,Cliente 0673,Feminino,48,45-54,Belo Horizonte,MG,Sudeste,2022-09-24
674,Cliente 0674,Masculino,63,55+,Caxias do Sul,RS,Sul,2023-02-07
675,Cliente 0675,Feminino,57,55+,Florianópolis,SC,Sul,2024-10-14
676,Cliente 0676,Feminino,29,25-34,Belém,PA,Norte,2024-01-10
677,Cliente 0677,Feminino,34,25-34,Maceió,AL,Nordeste,2021-10-28
678,Cliente 0678,Feminino,34,25-34,Curitiba,PR,Sul,2021-07-04
679,Cliente 0679,Masculino,20,18-24,São Paulo,SP,Sudeste,2022-09-29
680,Cliente 0680,Feminino,27,25-34,Santos,SP,Sudeste,2023-02-04
681,Cliente 0681,Masculino,18,18-24,Porto Velho,RO,Norte,2025-01-10
682,Cliente 0682,Feminino,35,35-44,Florianópolis,SC,Sul,2021-02-07
683,Cliente 0683,Feminino,41,35-44,São Paulo,SP,Sudeste,2021-01-03
684,Cliente 0684,Feminino,35,35-44,Campo Grande,MS,Centro-Oeste,2025-01-17
685,Cliente 0685,Masculino,33,25-34,Belo Horizonte,MG,Sudeste,2024-10-21
686,Cliente 0686,Masculino,61,55+,Salvador,BA,Nordeste,2021-11-27
687,Cliente 0687,Feminino,39,35-44,Vitória,ES,Sudeste,2021-12-08
688,Cliente 0688,Masculino,51,45-54,Curitiba,PR,Sul,2024-04-23
689,Cliente 0689,Masculino,18,18-24,Belém,PA,Norte,2024-04-02
690,Cliente 0690,Feminino,43,35-44,Londrina,PR,Sul,2021-10-24
691,Cliente 0691,Não informado,38,35-44,Florianópolis,SC,Sul,2022-01-13
692,Cliente 0692,Masculino,52,45-54,Porto Alegre,RS,Sul,2021-12-29
693,Cliente 0693,Masculino,39,35-44,João Pessoa,PB,Nordeste,2022-05-19
694,Cliente 0694,Feminino,25,25-34,Vitória,ES,Sudeste,2024-08-07
695,Cliente 0695,Masculino,47,45-54,Natal,RN,Nordeste,2023-05-02
696,Cliente 0696,Feminino,28,25-34,Santos,SP,Sudeste,2021-05-21
697,Cliente 0697,Masculino,31,25-34,Palmas,TO,Norte,2023-09-28
698,Cliente 0698,Masculino,36,35-44,Belo Horizonte,MG,Sudeste,2025-02-22
699,Cliente 0699,Feminino,32,25-34,Natal,RN,Nordeste,2025-03-07
700,Cliente 0700,Masculino,20,18-24,São Paulo,SP,Sudeste,2021-10-13
701,Cliente 0701,Feminino,42,35-44,Brasília,DF,Centro-Oeste,2024-06-12
702,Cliente 0702,Masculino,38,35-44,Recife,PE,Nordeste,2021-04-09
703,Cliente 0703,Masculino,36,35-44,Vitória,ES,Sudeste,2025-03-30
704,Cliente 0704,Masculino,34,25-34,Belo Horizonte,MG,Sudeste,2025-04-27
705,Cliente 0705,Masculino,34,25-34,Manaus,AM,Norte,2021-05-06
706,Cliente 0706,Feminino,64,55+,Caxias do Sul,RS,Sul,2022-11-29
707,Cliente 0707,Masculino,53,45-54,Caxias do Sul,RS,Sul,2024-12-30
708,Cliente 0708,Não informado,38,35-44,Niterói,RJ,Sudeste,2023-02-27
709,Cliente 0709,Masculino,45,45-54,Recife,PE,Nordeste,2021-03-26
710,Cliente 0710,Masculino,48,45-54,Campinas,SP,Sudeste,2024-10-04
711,Cliente 0711,Masculino,18,18-24,Joinville,SC,Sul,2023-07-02
712,Cliente 0712,Feminino,32,25-34,Curitiba,PR,Sul,2022-01-28
713,Cliente 0713,Masculino,43,35-44,Natal,RN,Nordeste,2024-08-15
714,Cliente 0714,Masculino,53,45-54,Santos,SP,Sudeste,2024-10-27
715,Cliente 0715,Feminino,34,25-34,Campo Grande,MS,Centro-Oeste,2024-01-20
716,Cliente 0716,Feminino,27,25-34,Manaus,AM,Norte,2022-07-05
717,Cliente 0717,Feminino,23,18-24,Manaus,AM,Norte,2024-03-29
718,Cliente 0718,Masculino,47,45-54,Niterói,RJ,Sudeste,2022-12-28
719,Cliente 0719,Feminino,42,35-44,Santos,SP,Sudeste,2024-02-07
720,Cliente 0720,Masculino,49,45-54,Recife,PE,Nordeste,2023-08-04
721,Cliente 0721,Masculino,48,45-54,Belo Horizonte,MG,Sudeste,2022-05-22
722,Cliente 0722,Feminino,54,45-54,Londrina,PR,Sul,2024-11-20
723,Cliente 0723,Feminino,29,25-34,Belo Horizonte,MG,Sudeste,2022-02-12
724,Cliente 0724,Não informado,44,35-44,Vitória,ES,Sudeste,2025-04-12
725,Cliente 0725,Masculino,38,35-44,Campo Grande,MS,Centro-Oeste,2021-11-13
726,Cliente 0726,Masculino,31,25-34,Santos,SP,Sudeste,2022-01-01
727,Cliente 0727,Masculino,47,45-54,Rio de Janeiro,RJ,Sudeste,2021-07-31
728,Cliente 0728,Feminino,38,35-44,Campinas,SP,Sudeste,2021-11-24
729,Cliente 0729,Feminino,37,35-44,São Paulo,SP,Sudeste,2021-08-17
730,Cliente 0730,Feminino,29,25-34,Palmas,TO,Norte,2021-05-16
731,Cliente 0731,Não informado,36,35-44,Florianópolis,SC,Sul,2021-09-28
732,Cliente 0732,Feminino,30,25-34,Recife,PE,Nordeste,2021-04-30
733,Cliente 0733,Masculino,32,25-34,Belém,PA,Norte,2025-03-02
734,Cliente 0734,Masculino,39,35-44,Rio de Janeiro,RJ,Sudeste,2023-07-22
735,Cliente 0735,Masculino,18,18-24,Vitória,ES,Sudeste,2024-02-29
736,Cliente 0736,Masculino,34,25-34,Manaus,AM,Norte,2024-03-27
737,Cliente 0737,Feminino,51,45-54,Niterói,RJ,Sudeste,2023-08-31
738,Cliente 0738,Masculino,50,45-54,João Pessoa,PB,Nordeste,2024-09-16
739,Cliente 0739,Feminino,34,25-34,Campinas,SP,Sudeste,2021-01-15
740,Cliente 0740,Masculino,45,45-54,Natal,RN,Nordeste,2023-03-26
741,Cliente 0741,Masculino,23,18-24,Rio de Janeiro,RJ,Sudeste,2024-12-10
742,Cliente 0742,Feminino,31,25-34,Fortaleza,CE,Nordeste,2021-01-06
743,Cliente 0743,Masculino,36,35-44,Belém,PA,Norte,2022-10-06
744,Cliente 0744,Feminino,36,35-44,Cuiabá,MT,Centro-Oeste,2024-05-18
745,Cliente 0745,Feminino,20,18-24,Vitória,ES,Sudeste,2024-04-11
746,Cliente 0746,Feminino,52,45-54,Recife,PE,Nordeste,2025-03-21
747,Cliente 0747,Masculino,30,25-34,Porto Alegre,RS,Sul,2022-12-21
748,Cliente 0748,Masculino,19,18-24,Belo Horizonte,MG,Sudeste,2023-07-10
749,Cliente 0749,Masculino,46,45-54,Belo Horizonte,MG,Sudeste,2025-04-28
750,Cliente 0750,Feminino,45,45-54,Manaus,AM,Norte,2024-10-12
751,Cliente 0751,Feminino,48,45-54,Porto Alegre,RS,Sul,2023-02-14
752,Cliente 0752,Masculino,20,18-24,Florianópolis,SC,Sul,2025-01-16
753,Cliente 0753,Feminino,47,45-54,Recife,PE,Nordeste,2021-02-17
754,Cliente 0754,Feminino,34,25-34,Rio de Janeiro,RJ,Sudeste,2021-05-01
755,Cliente 0755,Feminino,34,25-34,Florianópolis,SC,Sul,2022-02-07
756,Cliente 0756,Masculino,25,25-34,Fortaleza,CE,Nordeste,2022-10-14
757,Cliente 0757,Masculino,44,35-44,Curitiba,PR,Sul,2023-05-12
758,Cliente 0758,Masculino,46,45-54,Florianópolis,SC,Sul,2024-12-29
759,Cliente 0759,Feminino,55,55+,Belo Horizonte,MG,Sudeste,2022-12-04
760,Cliente 0760,Masculino,32,25-34,Brasília,DF,Centro-Oeste,2024-09-02
761,Cliente 0761,Masculino,32,25-34,Belo Horizonte,MG,Sudeste,2023-09-29
762,Cliente 0762,Feminino,30,25-34,Vitória,ES,Sudeste,2021-01-21
763,Cliente 0763,Feminino,53,45-54,Salvador,BA,Nordeste,2021-10-14
764,Cliente 0764,Feminino,36,35-44,Porto Alegre,RS,Sul,2023-03-28
765,Cliente 0765,Masculino,26,25-34,João Pessoa,PB,Nordeste,2025-01-11
766,Cliente 0766,Masculino,38,35-44,Brasília,DF,Centro-Oeste,2024-02-11
767,Cliente 0767,Masculino,21,18-24,Maceió,AL,Nordeste,2025-02-14
768,Cliente 0768,Feminino,39,35-44,Niterói,RJ,Sudeste,2025-06-30
769,Cliente 0769,Masculino,29,25-34,São Paulo,SP,Sudeste,2023-09-21
770,Cliente 0770,Feminino,25,25-34,Vitória,ES,Sudeste,2022-02-08
771,Cliente 0771,Feminino,30,25-34,Joinville,SC,Sul,2023-08-15
772,Cliente 0772,Masculino,52,45-54,Campinas,SP,Sudeste,2025-03-02
773,Cliente 0773,Feminino,35,35-44,Campinas,SP,Sudeste,2023-12-01
774,Cliente 0774,Feminino,34,25-34,Manaus,AM,Norte,2023-05-30
775,Cliente 0775,Feminino,28,25-34,Campo Grande,MS,Centro-Oeste,2021-09-23
776,Cliente 0776,Masculino,62,55+,Niterói,RJ,Sudeste,2022-08-28
777,Cliente 0777,Feminino,45,45-54,São Paulo,SP,Sudeste,2024-01-07
778,Cliente 0778,Feminino,49,45-54,São Paulo,SP,Sudeste,2023-12-22
779,Cliente 0779,Masculino,43,35-44,Caxias do Sul,RS,Sul,2025-05-29
780,Cliente 0780,Feminino,18,18-24,Joinville,SC,Sul,2022-02-02
781,Cliente 0781,Feminino,53,45-54,Londrina,PR,Sul,2022-06-16
782,Cliente 0782,Feminino,41,35-44,São Paulo,SP,Sudeste,2023-10-25
783,Cliente 0783,Masculino,38,35-44,Niterói,RJ,Sudeste,2022-01-12
784,Cliente 0784,Feminino,18,18-24,Goiânia,GO,Centro-Oeste,2022-11-29
785,Cliente 0785,Feminino,19,18-24,Recife,PE,Nordeste,2023-12-31
786,Cliente 0786,Masculino,40,35-44,Fortaleza,CE,Nordeste,2022-06-24
787,Cliente 0787,Não informado,45,45-54,Joinville,SC,Sul,2024-08-08
788,Cliente 0788,Masculino,23,18-24,Salvador,BA,Nordeste,2023-03-10
789,Cliente 0789,Masculino,49,45-54,Maceió,AL,Nordeste,2021-03-03
790,Cliente 0790,Feminino,50,45-54,Niterói,RJ,Sudeste,2022-11-20
791,Cliente 0791,Feminino,37,35-44,Joinville,SC,Sul,2022-06-26
792,Cliente 0792,Feminino,47,45-54,Curitiba,PR,Sul,2025-03-09
793,Cliente 0793,Feminino,56,55+,Londrina,PR,Sul,2021-08-21
794,Cliente 0794,Masculino,23,18-24,Niterói,RJ,Sudeste,2023-04-25
795,Cliente 0795,Masculino,22,18-24,Maceió,AL,Nordeste,2025-03-11
796,Cliente 0796,Feminino,49,45-54,São Paulo,SP,Sudeste,2022-08-03
797,Cliente 0797,Feminino,41,35-44,Salvador,BA,Nordeste,2023-03-09
798,Cliente 0798,Feminino,39,35-44,Campo Grande,MS,Centro-Oeste,2023-03-31
799,Cliente 0799,Masculino,67,55+,Vitória,ES,Sudeste,2023-05-04
800,Cliente 0800,Masculino,44,35-44,Salvador,BA,Nordeste,2021-02-18
801,Cliente 0801,Feminino,32,25-34,Recife,PE,Nordeste,2022-12-25
802,Cliente 0802,Masculino,40,35-44,Rio de Janeiro,RJ,Sudeste,2023-06-07
803,Cliente 0803,Masculino,36,35-44,Belém,PA,Norte,2023-10-09
804,Cliente 0804,Feminino,42,35-44,São Paulo,SP,Sudeste,2021-04-06
805,Cliente 0805,Feminino,51,45-54,Niterói,RJ,Sudeste,2023-06-13
806,Cliente 0806,Masculino,43,35-44,Vitória,ES,Sudeste,2024-03-20
807,Cliente 0807,Feminino,29,25-34,Fortaleza,CE,Nordeste,2023-02-20
808,Cliente 0808,Feminino,51,45-54,São Paulo,SP,Sudeste,2025-04-10
809,Cliente 0809,Feminino,45,45-54,Joinville,SC,Sul,2024-08-31
810,Cliente 0810,Feminino,46,45-54,Campo Grande,MS,Centro-Oeste,2024-06-30
811,Cliente 0811,Masculino,18,18-24,Natal,RN,Nordeste,2021-04-13
812,Cliente 0812,Feminino,38,35-44,Belo Horizonte,MG,Sudeste,2022-10-21
813,Cliente 0813,Feminino,55,55+,Joinville,SC,Sul,2021-07-07
814,Cliente 0814,Feminino,43,35-44,Belo Horizonte,MG,Sudeste,2024-08-27
815,Cliente 0815,Não informado,47,45-54,Recife,PE,Nordeste,2023-03-31
816,Cliente 0816,Feminino,30,25-34,Niterói,RJ,Sudeste,2023-11-01
817,Cliente 0817,Masculino,50,45-54,Salvador,BA,Nordeste,2023-06-26
818,Cliente 0818,Masculino,39,35-44,Goiânia,GO,Centro-Oeste,2021-09-04
819,Cliente 0819,Masculino,22,18-24,São Paulo,SP,Sudeste,2024-01-19
820,Cliente 0820,Masculino,30,25-34,Rio de Janeiro,RJ,Sudeste,2024-11-26
821,Cliente 0821,Feminino,26,25-34,Joinville,SC,Sul,2023-10-13
822,Cliente 0822,Feminino,33,25-34,São Paulo,SP,Sudeste,2021-01-24
823,Cliente 0823,Feminino,35,35-44,Campinas,SP,Sudeste,2022-02-16
824,Cliente 0824,Masculino,31,25-34,Niterói,RJ,Sudeste,2024-07-25
825,Cliente 0825,Feminino,43,35-44,Santos,SP,Sudeste,2022-01-22
826,Cliente 0826,Masculino,43,35-44,Belo Horizonte,MG,Sudeste,2023-11-13
827,Cliente 0827,Feminino,57,55+,Joinville,SC,Sul,2023-04-24
828,Cliente 0828,Masculino,33,25-34,Natal,RN,Nordeste,2025-02-16
829,Cliente 0829,Masculino,38,35-44,Rio de Janeiro,RJ,SUDESTE,2022-12-21
830,Cliente 0830,Feminino,40,35-44,Santos,SP,Sudeste,2023-07-22
831,Cliente 0831,Masculino,54,45-54,Campinas,SP,Sudeste,2023-07-20
832,Cliente 0832,Masculino,45,45-54,Curitiba,PR,Sul,2023-07-13
833,Cliente 0833,Masculino,34,25-34,Rio de Janeiro,RJ,Sudeste,2022-10-07
834,Cliente 0834,Feminino,40,35-44,Brasília,DF,Centro-Oeste,2021-07-18
835,Cliente 0835,Feminino,49,45-54,Campinas,SP,Sudeste,2021-01-27
836,Cliente 0836,Masculino,31,25-34,São Paulo,SP,Sudeste,2021-06-28
837,Cliente 0837,Masculino,57,55+,Londrina,PR,Sul,2022-12-09
838,Cliente 0838,Feminino,22,18-24,Natal,RN,Nordeste,2021-06-15
839,Cliente 0839,Feminino,22,18-24,Belém,PA,Norte,2023-09-27
840,Cliente 0840,Masculino,42,35-44,Santos,SP,SUDESTE,2023-11-04
841,Cliente 0841,Feminino,34,25-34,Porto Alegre,RS,Sul,2024-12-23
842,Cliente 0842,Feminino,56,55+,Manaus,AM,Norte,2021-03-23
843,Cliente 0843,Feminino,44,35-44,Maceió,AL,Nordeste,2024-07-15
844,Cliente 0844,Masculino,41,35-44,Fortaleza,CE,Nordeste,2025-02-18
845,Cliente 0845,Masculino,41,35-44,Florianópolis,SC,Sul,2024-09-24
846,Cliente 0846,Masculino,51,45-54,Santos,SP,Sudeste,2023-09-08
847,Cliente 0847,Masculino,32,25-34,Salvador,BA,Nordeste,2024-06-15
848,Cliente 0848,Masculino,27,25-34,Niterói,RJ,Sudeste,2024-11-27
849,Cliente 0849,Masculino,43,35-44,Recife,PE,Nordeste,2025-06-10
850,Cliente 0850,Masculino,18,18-24,Recife,PE,Nordeste,2024-12-19
851,Cliente 0851,Masculino,36,35-44,Vitória,ES,Sudeste,2023-05-14
852,Cliente 0852,Masculino,44,35-44,Rio de Janeiro,RJ,Sudeste,2024-07-21
853,Cliente 0853,Masculino,43,35-44,Campinas,SP,Sudeste,2021-08-10
854,Cliente 0854,Feminino,32,25-34,Maceió,AL,nordeste ,2023-08-05
855,Cliente 0855,Masculino,32,25-34,Vitória,ES,Sudeste,2024-11-23
856,Cliente 0856,Masculino,52,45-54,Londrina,PR,Sul,2022-01-16
857,Cliente 0857,Masculino,32,25-34,Campinas,SP,Sudeste,2021-06-10
858,Cliente 0858,Feminino,18,18-24,Santos,SP,Sudeste,2024-07-19
859,Cliente 0859,Feminino,41,35-44,Curitiba,PR,Sul,2022-10-12
860,Cliente 0860,Feminino,37,35-44,Rio de Janeiro,RJ,Sudeste,2025-05-06
861,Cliente 0861,Masculino,38,35-44,Joinville,SC,Sul,2022-01-14
862,Cliente 0862,Masculino,39,35-44,Natal,RN,Nordeste,2024-02-21
863,Cliente 0863,Feminino,55,55+,Cuiabá,MT,Centro-Oeste,2021-12-12
864,Cliente 0864,Masculino,38,35-44,Goiânia,GO,Centro-Oeste,2022-05-05
865,Cliente 0865,Feminino,40,35-44,Fortaleza,CE,Nordeste,2025-05-23
866,Cliente 0866,Masculino,43,35-44,Santos,SP,Sudeste,2022-04-28
867,Cliente 0867,Feminino,18,18-24,João Pessoa,PB,Nordeste,2023-09-02
868,Cliente 0868,Feminino,60,55+,Salvador,BA,Nordeste,2021-01-10
869,Cliente 0869,Feminino,66,55+,Campinas,SP,Sudeste,2023-07-07
870,Cliente 0870,Masculino,23,18-24,Rio de Janeiro,RJ,Sudeste,2021-09-21
871,Cliente 0871,Não informado,18,18-24,Santos,SP,Sudeste,2022-04-15
872,Cliente 0872,Feminino,21,18-24,Recife,PE,Nordeste,2021-05-11
873,Cliente 0873,Feminino,41,35-44,Palmas,TO,Norte,2022-11-09
874,Cliente 0874,Feminino,32,25-34,São Paulo,SP,Sudeste,2023-10-21
875,Cliente 0875,Feminino,27,25-34,Niterói,RJ,Sudeste,2024-08-13
876,Cliente 0876,Masculino,48,45-54,Goiânia,GO,Centro-Oeste,2025-05-21
877,Cliente 0877,Masculino,18,18-24,Vitória,ES,Sudeste,2022-11-20
878,Cliente 0878,Feminino,47,45-54,Niterói,RJ,Sudeste,2024-08-05
879,Cliente 0879,Masculino,23,18-24,Campinas,SP,Sudeste,2022-11-04
880,Cliente 0880,Masculino,54,45-54,Belém,PA,Norte,2025-04-27
881,Cliente 0881,Masculino,39,35-44,Niterói,RJ,Sudeste,2022-06-11
882,Cliente 0882,Masculino,50,45-54,Campinas,SP,Sudeste,2021-02-02
883,Cliente 0883,Feminino,49,45-54,Palmas,TO,Norte,2022-07-04
884,Cliente 0884,Masculino,32,25-34,Salvador,BA,Nordeste,2023-11-02
885,Cliente 0885,Feminino,43,35-44,Belém,PA,Norte,2024-06-08
886,Cliente 0886,Feminino,33,25-34,Joinville,SC,Sul,2025-06-10
887,Cliente 0887,Não informado,18,18-24,Fortaleza,CE,Nordeste,2021-05-28
888,Cliente 0888,Feminino,31,25-34,Campinas,SP,Sudeste,2024-10-18
889,Cliente 0889,Feminino,46,45-54,Florianópolis,SC,Sul,2021-04-23
890,Cliente 0890,Masculino,46,45-54,Campinas,SP,Sudeste,2021-12-25
891,Cliente 0891,Masculino,21,18-24,Maceió,AL,Nordeste,2023-05-27
892,Cliente 0892,Feminino,18,18-24,Goiânia,GO,Centro-Oeste,2025-05-17
893,Cliente 0893,Masculino,39,35-44,Fortaleza,CE,Nordeste,2022-10-21
894,Cliente 0894,Feminino,41,35-44,Belo Horizonte,MG,Sudeste,2022-07-10
895,Cliente 0895,Feminino,72,55+,Santos,SP,Sudeste,2022-08-05
896,Cliente 0896,Feminino,28,25-34,Santos,SP,Sudeste,2022-07-13
897,Cliente 0897,Masculino,42,35-44,Natal,RN,Nordeste,2025-05-20
898,Cliente 0898,Feminino,48,45-54,João Pessoa,PB,Nordeste,2024-04-26
899,Cliente 0899,Feminino,44,35-44,Santos,SP,Sudeste,2023-08-11
900,Cliente 0900,Feminino,46,45-54,Porto Alegre,RS,Sul,2025-06-25
901,Cliente 0901,Masculino,33,25-34,Niterói,RJ,Sudeste,2021-08-30
902,Cliente 0902,Feminino,40,35-44,Fortaleza,CE,Nordeste,2024-05-25
903,Cliente 0903,Masculino,52,45-54,Rio de Janeiro,RJ,Sudeste,2021-09-13
904,Cliente 0904,Feminino,18,18-24,Belo Horizonte,MG,Sudeste,2023-05-12
905,Cliente 0905,Masculino,31,25-34,Natal,RN,Nordeste,2022-08-27
906,Cliente 0906,Feminino,53,45-54,Niterói,RJ,Sudeste,2025-04-04
907,Cliente 0907,Masculino,62,55+,Belo Horizonte,MG,Sudeste,2023-08-16
908,Cliente 0908,Feminino,18,18-24,Santos,SP,Sudeste,2022-10-25
909,Cliente 0909,Masculino,40,35-44,Belém,PA,Norte,2025-05-11
910,Cliente 0910,Feminino,58,55+,Brasília,DF,Centro-Oeste,2021-11-02
911,Cliente 0911,Masculino,31,25-34,São Paulo,SP,Sudeste,2021-07-28
912,Cliente 0912,Masculino,33,25-34,Curitiba,PR,Sul,2021-05-19
913,Cliente 0913,Masculino,26,25-34,Caxias do Sul,RS,Sul,2024-11-06
914,Cliente 0914,Feminino,54,45-54,Campo Grande,MS,Centro-Oeste,2021-03-14
915,Cliente 0915,Feminino,44,35-44,Rio de Janeiro,RJ,Sudeste,2022-03-03
916,Cliente 0916,Feminino,57,55+,Palmas,TO,Norte,2024-03-16
917,Cliente 0917,Feminino,22,18-24,Fortaleza,CE,Nordeste,2023-07-13
918,Cliente 0918,Feminino,57,55+,Recife,PE,Nordeste,2023-12-26
919,Cliente 0919,Masculino,39,35-44,Joinville,SC,Sul,2021-10-26
920,Cliente 0920,Masculino,54,45-54,Santos,SP,Sudeste,2021-08-26
921,Cliente 0921,Masculino,36,35-44,Joinville,SC,Sul,2024-09-10
922,Cliente 0922,Feminino,18,18-24,Vitória,ES,Sudeste,2021-04-12
923,Cliente 0923,Feminino,43,35-44,Cuiabá,MT,Centro-Oeste,2024-08-22
924,Cliente 0924,Masculino,29,25-34,Belém,PA,Norte,2025-01-23
925,Cliente 0925,Masculino,27,25-34,Maceió,AL,Nordeste,2025-06-15
926,Cliente 0926,Feminino,61,55+,Curitiba,PR,Sul,2022-09-13
927,Cliente 0927,Masculino,52,45-54,Campinas,SP,Sudeste,2022-10-01
928,Cliente 0928,Feminino,50,45-54,Brasília,DF,Centro-Oeste,2024-04-23
929,Cliente 0929,Feminino,49,45-54,Rio de Janeiro,RJ,SUDESTE,2022-04-23
930,Cliente 0930,Feminino,38,35-44,Campinas,SP,Sudeste,2024-02-02
931,Cliente 0931,Masculino,27,25-34,Campo Grande,MS,Centro-Oeste,2021-08-08
932,Cliente 0932,Masculino,33,25-34,Cuiabá,MT,Centro-Oeste,2025-05-15
933,Cliente 0933,Feminino,26,25-34,Rio de Janeiro,RJ,Sudeste,2023-12-23
934,Cliente 0934,Masculino,32,25-34,Natal,RN,Nordeste,2023-11-12
935,Cliente 0935,Feminino,64,55+,Maceió,AL,Nordeste,2024-05-20
936,Cliente 0936,Masculino,32,25-34,Londrina,PR,Sul,2024-03-04
937,Cliente 0937,Feminino,37,35-44,Vitória,ES,Sudeste,2021-10-29
938,Cliente 0938,Feminino,47,45-54,Campo Grande,MS,Centro-Oeste,2023-11-05
939,Cliente 0939,Masculino,23,18-24,Fortaleza,CE,Nordeste,2024-04-08
940,Cliente 0940,Feminino,24,18-24,Belo Horizonte,MG,Sudeste,2023-06-28
941,Cliente 0941,Feminino,36,35-44,Joinville,SC,Sul,2023-09-29
942,Cliente 0942,Masculino,18,18-24,Curitiba,PR,Sul,2022-08-09
943,Cliente 0943,Feminino,19,18-24,Maceió,AL,Nordeste,2024-12-13
944,Cliente 0944,Masculino,32,25-34,Belo Horizonte,MG,Sudeste,2022-04-09
945,Cliente 0945,Feminino,40,35-44,Fortaleza,CE,Nordeste,2024-09-02
946,Cliente 0946,Feminino,51,45-54,Niterói,RJ,sudeste ,2024-02-21
947,Cliente 0947,Feminino,18,18-24,Curitiba,PR,Sul,2024-03-28
948,Cliente 0948,Feminino,51,45-54,Londrina,PR,Sul,2022-01-12
949,Cliente 0949,Feminino,39,35-44,Curitiba,PR,Sul,2021-05-20
950,Cliente 0950,Não informado,52,45-54,Campinas,SP,Sudeste,2024-08-18
951,Cliente 0951,Masculino,39,35-44,Niterói,RJ,Sudeste,2021-12-16
952,Cliente 0952,Feminino,40,35-44,Brasília,DF,Centro-Oeste,2025-02-13
953,Cliente 0953,Masculino,24,18-24,Curitiba,PR,Sul,2022-01-12
954,Cliente 0954,Masculino,45,45-54,João Pessoa,PB,Nordeste,2024-02-21
955,Cliente 0955,Feminino,30,25-34,Porto Alegre,RS,Sul,2023-05-28
956,Cliente 0956,Masculino,36,35-44,Palmas,TO,Norte,2022-03-18
957,Cliente 0957,Masculino,33,25-34,Joinville,SC,Sul,2024-11-09
958,Cliente 0958,Masculino,42,35-44,Campo Grande,MS,Centro-Oeste,2024-08-04
959,Cliente 0959,Feminino,73,55+,Florianópolis,SC,Sul,2024-01-02
960,Cliente 0960,Masculino,48,45-54,Santos,SP,SUDESTE,2024-06-07
961,Cliente 0961,Masculino,35,35-44,São Paulo,SP,Sudeste,2024-05-16
962,Cliente 0962,Feminino,28,25-34,Campinas,SP,Sudeste,2021-04-06
963,Cliente 0963,Feminino,24,18-24,Rio de Janeiro,RJ,Sudeste,2021-10-25
964,Cliente 0964,Feminino,56,55+,João Pessoa,PB,Nordeste,2021-03-25
965,Cliente 0965,Feminino,18,18-24,Vitória,ES,Sudeste,2025-05-25
966,Cliente 0966,Masculino,28,25-34,Belo Horizonte,MG,Sudeste,2022-02-25
967,Cliente 0967,Masculino,32,25-34,Belém,PA,Norte,2023-05-12
968,Cliente 0968,Masculino,20,18-24,Rio de Janeiro,RJ,Sudeste,2022-08-20
969,Cliente 0969,Feminino,28,25-34,Fortaleza,CE,Nordeste,2022-08-10
970,Cliente 0970,Masculino,31,25-34,Vitória,ES,Sudeste,2021-08-31
971,Cliente 0971,Masculino,51,45-54,Rio de Janeiro,RJ,Sudeste,2022-12-08
972,Cliente 0972,Feminino,34,25-34,Rio de Janeiro,RJ,Sudeste,2022-01-11
973,Cliente 0973,Feminino,45,45-54,Belo Horizonte,MG,Sudeste,2023-08-25
974,Cliente 0974,Feminino,18,18-24,João Pessoa,PB,Nordeste,2022-02-20
