VendaID,PedidoID,Data,ClienteID,ProdutoID,LojaID,CanalID,Quantidade,PrecoUnitario,CustoUnitario,Desconto
12175,PED-2025-006838,2025-09-09,2259,19,5,3,1,4976.06,3641.21,0.00
10684,PED-2025-005997,2025-07-06,1848,75,9,2,1,3859.00,2933.08,0.20
2077,PED-2024-001181,2024-05-27,451,78,6,4,1,3094.99,2590.76,0.15
4845,PED-2024-002754,2024-10-07,2180,79,9,2,1,4517.23,3644.69,0.00
10652,PED-2025-005984,2025-07-24,2386,19,7,1,1,4977.04,3603.99,0.05
3362,PED-2024-001910,2024-07-22,951,39,3,2,1,4949.67,3846.11,0.05
10160,PED-2025-005712,2025-06-17,2049,6,5,1,1,2292.09,1813.03,0.00
13951,PED-2025-007839,2025-11-10,1570,7,10,1,3,848.93,644.97,0.10
9596,PED-2025-005395,2025-05-06,1559,82,5,1,1,243.20,134.88,0.00
11032,PED-2025-006194,2025-07-11,920,98,2,3,3,30.84,16.92,0.00
15128,PED-2025-008502,2025-12-03,280,105,2,3,3,866.86,559.65,0.00
15023,PED-2025-008437,2025-12-23,1122,42,1,3,2,561.39,386.19,0.05
935,PED-2024-000532,2024-03-10,1182,19,11,1,1,4888.05,3560.54,0.00
10046,PED-2025-005646,2025-06-24,2379,102,2,2,3,58.57,40.67,0.00
2579,PED-2024-001466,2024-06-05,1427,46,1,3,2,117.04,75.51,0.00
3068,PED-2024-001739,2024-07-09,1934,92,9,1,2,58.29,32.76,0.00
12188,PED-2025-006845,2025-09-16,991,41,6,1,2,166.24,113.80,0.00
2081,PED-2024-001183,2024-05-08,2284,73,2,1,1,2696.62,2108.39,0.05
7937,PED-2025-004462,2025-02-19,1907,1,2,4,1,5736.04,4567.33,0.00
9386,PED-2025-005275,2025-05-01,1269,43,2,1,3,62.74,45.29,0.15
9731,PED-2025-005467,2025-05-15,1313,63,7,3,1,1599.75,1360.88,0.00
9810,PED-2025-005514,2025-05-30,989,90,1,4,2,82.33,48.76,0.00
1594,PED-2024-000904,2024-04-30,839,38,12,3,3,168.94,124.48,0.05
10593,PED-2025-005950,2025-06-23,613,78,3,1,1,3234.98,2657.65,0.00
9923,PED-2025-005573,2025-05-14,1251,2,8,2,1,413.87,318.72,0.10
2282,PED-2024-001298,2024-05-30,307,28,7,1,1,109.25,80.46,0.10
134,PED-2024-000076,2024-01-01,768,19,11,3,2,4726.88,3515.92,0.10
7150,PED-2025-004024,2025-01-06,1011,87,12,3,2,57.14,31.01,0.00
12627,PED-2025-007095,2025-09-15,1487,66,2,1,1,1568.04,1237.90,0.05
10989,PED-2025-006174,2025-07-22,167,2,11,1,1,415.04,327.83,0.05
7887,PED-2025-004437,2025-02-19,229,47,4,1,1,618.03,427.40,0.10
7311,PED-2025-004118,2025-01-05,197,35,1,4,3,583.67,431.13,0.00
9060,PED-2025-005085,2025-04-21,251,36,5,3,3,1521.58,1102.76,0.00
7396,PED-2025-004160,2025-01-26,707,1,6,2,2,5694.67,4622.81,0.20
1551,PED-2024-000881,2024-04-03,2025,99,3,1,1,36.85,18.53,0.10
2722,PED-2024-001547,2024-06-13,542,22,8,1,1,722.42,534.97,0.15
4391,PED-2024-002479,2024-09-15,882,6,1,1,1,2183.46,1788.25,0.05
14448,PED-2025-008112,2025-12-04,1337,100,6,2,5,22.51,11.46,0.00
2284,PED-2024-001298,2024-05-30,307,93,7,1,2,28.05,15.95,0.15
12591,PED-2025-007072,2025-09-04,1638,69,7,2,1,6604.96,5489.34,0.10
15196,PED-2025-008535,2025-12-23,2490,72,2,1,2,861.71,678.03,0.05
2427,PED-2024-001382,2024-06-29,2407,83,10,3,2,88.18,49.21,0.00
9381,PED-2025-005272,2025-05-29,407,49,12,1,2,1109.64,729.07,0.05
1466,PED-2024-000833,2024-04-22,1382,40,11,4,1,168.72,121.54,0.00
2292,PED-2024-001303,2024-05-10,2086,75,12,2,1,3454.48,2865.92,0.00
3713,PED-2024-002094,2024-08-02,134,81,9,2,3,302.90,172.78,0.05
6306,PED-2024-003546,2024-12-30,1441,3,10,1,2,4306.34,3272.42,0.15
2648,PED-2024-001499,2024-06-12,1191,43,10,2,1,62.95,43.79,
269,PED-2024-000159,2024-01-31,1392,84,8,3,5,193.59,109.81,0.00
10678,PED-2025-005995,2025-07-10,1127,1,5,2,1,5940.09,4706.09,0.10
1601,PED-2024-000906,2024-04-20,1554,6,6,1,1,2299.92,1726.71,0.05
13429,PED-2025-007556,2025-11-07,1515,6,5,1,1,2219.46,1821.96,0.10
11504,PED-2025-006465,2025-08-10,319,94,11,4,1,211.68,110.70,0.20
2349,PED-2024-001339,2024-05-03,2292,11,2,4,1,3030.50,2456.99,0.00
9734,PED-2025-005468,2025-05-07,973,53,4,2,1,59.39,40.63,0.00
2987,PED-2024-001693,2024-07-01,800,72,9,1,1,815.81,655.30,
12946,PED-2025-007276,2025-10-01,651,51,12,1,1,266.97,174.27,0.05
8616,PED-2025-004840,2025-03-22,225,96,2,1,1,441.68,243.78,0.00
202,PED-2024-000116,2024-01-30,1488,13,8,2,1,867.57,666.39,0.05
5157,PED-2024-002924,2024-10-20,654,21,6,1,1,306.58,224.46,0.15
7543,PED-2025-004247,2025-01-13,247,33,10,1,2,317.74,238.24,0.10
3060,PED-2024-001736,2024-07-06,474,39,11,1,1,4989.99,3847.44,0.10
7399,PED-2025-004162,2025-01-22,139,94,5,1,1,208.76,114.03,0.15
5782,PED-2024-003268,2024-11-11,1910,72,3,1,1,830.29,664.42,0.00
4428,PED-2024-002500,2024-09-23,590,112,12,2,1,48.80,33.81,0.05
15462,PED-2025-008687,2025-12-17,2184,9,1,3,1,1410.49,1107.59,0.05
5245,PED-2024-002978,2024-10-29,1405,83,10,1,3,88.09,49.18,0.00
14516,PED-2025-008149,2025-12-13,1995,14,6,1,1,1153.28,940.57,0.05
4091,PED-2024-002308,2024-08-05,2047,92,4,2,3,62.17,33.64,0.20
2908,PED-2024-001649,2024-06-07,451,61,5,3,1,462.45,374.72,0.10
8110,PED-2025-004559,2025-02-19,2467,102,8,4,1,60.21,40.64,0.00
11114,PED-2025-006238,2025-07-29,1731,6,11,3,1,2263.00,1840.21,0.05
14815,PED-2025-008313,2025-12-24,1299,72,1,2,1,817.62,672.30,0.10
9402,PED-2025-005283,2025-05-05,119,48,2,2,1,1130.13,713.12,0.05
6967,PED-2024-003924,2024-12-02,974,86,11,4,1,473.65,269.57,0.10
9712,PED-2025-005459,2025-05-06,505,116,4,2,2,172.51,120.08,0.00
12173,PED-2025-006838,2025-09-09,2259,14,5,3,1,1214.93,963.65,0.00
6141,PED-2024-003459,2024-11-02,568,88,4,3,1,38.52,19.47,0.05
5338,PED-2024-003022,2024-10-13,653,58,4,4,3,41.69,25.93,0.10
5788,PED-2024-003271,2024-11-04,94,10,1,2,1,1681.03,1313.31,0.20
5747,PED-2024-003250,2024-11-19,2471,76,9,1,2,5304.64,4320.76,0.05
3164,PED-2024-001794,2024-07-02,37,74,10,1,1,2790.42,2152.27,0.00
10568,PED-2025-005940,2025-06-08,706,30,2,1,2,5478.66,4043.38,0.00
7914,PED-2025-004452,2025-02-25,2194,58,7,1,1,42.39,27.00,0.05
9355,PED-2025-005254,2025-05-29,715,113,8,2,2,979.89,737.54,0.10
8279,PED-2025-004647,2025-03-20,1147,32,10,2,1,1914.25,1499.37,0.10
10650,PED-2025-005983,2025-07-14,948,54,2,3,1,349.42,245.32,0.00
668,PED-2024-000385,2024-02-29,764,38,8,3,3,168.73,122.26,0.05
9957,PED-2025-005597,2025-06-09,1936,42,12,3,1,563.98,391.41,0.10
13766,PED-2025-007738,2025-11-30,1463,82,7,1,3,249.28,134.67,0.20
5278,PED-2024-002995,2024-10-29,2491,28,12,1,2,110.05,77.69,0.00
1011,PED-2024-000574,2024-03-07,544,30,1,2,1,5346.25,4048.66,0.10
11722,PED-2025-006586,2025-08-13,2219,102,3,1,2,57.77,41.36,0.05
8189,PED-2025-004598,2025-02-18,945,76,9,3,1,5501.78,4559.95,0.00
6947,PED-2024-003915,2024-12-29,1354,50,8,1,2,830.14,549.30,0.15
3666,PED-2024-002067,2024-08-19,2012,61,6,4,1,478.46,375.19,0.15
9534,PED-2025-005359,2025-05-22,1138,102,4,3,2,60.67,40.60,0.00
12703,PED-2025-007141,2025-10-31,1131,81,3,1,2,309.48,181.74,0.00
11514,PED-2025-006468,2025-08-20,988,13,2,1,1,921.23,695.06,0.05
8542,PED-2025-004799,2025-03-17,2387,66,4,3,1,1590.36,1255.62,0.15
13816,PED-2025-007760,2025-11-18,870,93,1,1,2,27.22,16.56,0.00
15482,PED-2025-008698,2025-12-17,39,1,8,1,2,5773.24,4685.60,0.05
1089,PED-2024-000621,2024-03-19,2421,67,6,2,3,2211.14,1781.34,0.10
6322,PED-2024-003555,2024-12-31,374,1,4,1,1,5584.04,4515.53,0.15
10997,PED-2025-006178,2025-07-31,231,15,6,1,1,778.32,628.47,0.20
12822,PED-2025-007211,2025-10-20,1859,33,9,2,1,315.03,245.21,0.15
1206,PED-2024-000683,2024-03-11,2104,33,7,1,1,327.88,233.40,0.05
13170,PED-2025-007412,2025-10-08,1831,73,11,2,1,2847.65,2105.68,0.05
10370,PED-2025-005832,2025-06-17,63,22,10,1,3,760.91,553.15,0.10
6364,PED-2024-003581,2024-12-28,563,24,1,3,1,205.32,159.98,0.05
1000,PED-2024-000567,2024-03-27,470,76,2,1,1,5423.93,4306.10,0.10
12514,PED-2025-007027,2025-09-19,1596,14,3,4,1,1220.03,938.03,0.05
14498,PED-2025-008141,2025-12-02,1861,71,8,1,1,997.75,818.83,0.00
11076,PED-2025-006219,2025-07-27,2016,66,11,3,2,1635.13,1243.94,0.10
9084,PED-2025-005099,2025-04-04,2273,34,7,2,1,112.47,84.90,0.00
749,PED-2024-000427,2024-02-13,3,101,10,4,2,543.86,386.75,0.00
14275,PED-2025-008025,2025-11-06,2485,97,4,2,3,25.92,15.68,0.10
4233,PED-2024-002393,2024-09-20,1528,46,3,3,1,113.59,77.13,0.10
3771,PED-2024-002129,2024-08-07,1684,36,12,4,1,1511.83,1065.48,0.00
14461,PED-2025-008119,2025-12-19,1060,71,10,1,1,1004.34,786.98,0.00
2582,PED-2024-001467,2024-06-30,29,12,1,3,1,3363.19,2623.11,0.05
14926,PED-2025-008379,2025-12-04,423,3,12,1,2,4398.34,3365.20,0.10
8586,PED-2025-004822,2025-03-31,1175,12,7,3,1,3498.17,2642.02,0.05
985,PED-2024-000558,2024-03-07,2471,39,2,3,2,4805.49,3769.23,0.20
15059,PED-2025-008456,2025-12-16,2313,25,1,4,2,351.82,249.62,0.00
4840,PED-2024-002752,2024-10-16,407,50,12,2,2,818.07,552.24,0.00
7263,PED-2025-004091,2025-01-29,1902,62,9,4,1,3191.04,2522.46,0.00
2971,PED-2024-001684,2024-07-17,958,90,7,3,3,82.37,45.58,0.05
2171,PED-2024-001236,2024-05-17,1738,37,9,4,3,93.66,64.52,0.00
10866,PED-2025-006102,2025-07-29,1414,102,3,2,3,59.44,40.59,0.00
5086,PED-2024-002889,2024-10-11,1665,26,7,1,1,752.29,560.04,0.05
13936,PED-2025-007832,2025-11-27,2483,82,1,4,3,255.76,134.33,0.10
8942,PED-2025-005021,2025-04-08,708,9,4,2,2,1430.28,1070.51,0.10
11994,PED-2025-006736,2025-09-27,2445,75,11,3,1,3771.82,2867.70,0.00
11826,PED-2025-006645,2025-08-23,1785,104,7,1,4,668.11,466.59,0.00
143,PED-2024-000081,2024-01-14,356,94,10,1,4,194.62,106.50,0.10
5918,PED-2024-003347,2024-11-15,1061,18,8,1,1,1407.25,1099.74,0.10
6858,PED-2024-003869,2024-12-30,619,93,2,1,2,28.19,16.20,0.15
377,PED-2024-000223,2024-01-30,833,110,2,1,1,384.93,276.16,0.10
5381,PED-2024-003043,2024-11-16,1519,30,6,3,3,5641.75,3878.73,0.15
13285,PED-2025-007480,2025-10-29,2024,8,5,3,2,4028.53,2907.63,0.05
15217,PED-2025-008546,2025-12-03,936,24,5,2,3,207.29,161.62,0.15
12559,PED-2025-007050,2025-09-08,1062,9,3,3,1,1521.72,1092.55,0.10
9930,PED-2025-005578,2025-05-15,1083,57,6,3,1,1268.32,886.67,0.00
5035,PED-2024-002861,2024-10-09,138,58,1,1,1,38.76,26.87,0.00
9925,PED-2025-005575,2025-05-11,2411,103,7,2,1,1451.62,945.70,0.00
9949,PED-2025-005592,2025-06-22,1502,49,1,3,1,1130.71,741.34,0.10
3333,PED-2024-001890,2024-07-20,838,65,11,1,1,781.84,645.45,0.00
13307,PED-2025-007491,2025-10-13,1853,50,3,2,1,865.98,571.02,0.10
15163,PED-2025-008519,2025-12-11,506,88,2,1,1,40.40,20.47,0.05
12709,PED-2025-007142,2025-10-24,935,93,3,3,3,29.45,16.50,0.05
6226,PED-2024-003505,2024-12-02,148,20,11,1,2,425.06,326.08,0.10
14945,PED-2025-008390,2025-12-18,235,26,7,4,1,775.67,575.24,0.05
8462,PED-2025-004753,2025-03-09,1396,24,6,1,1,219.40,164.48,0.05
1682,PED-2024-000952,2024-04-29,626,6,5,2,1,2318.08,1781.75,0.00
5316,PED-2024-003011,2024-10-13,2241,111,12,4,1,121.93,86.00,0.05
11535,PED-2025-006480,2025-08-27,1549,21,3,3,1,303.13,230.20,0.05
12343,PED-2025-006930,2025-09-27,1268,96,10,1,1,406.63,245.28,0.10
7760,PED-2025-004368,2025-02-18,2448,25,4,3,1,350.34,241.18,0.05
8244,PED-2025-004632,2025-03-05,486,55,1,1,1,117.72,78.77,0.00
2020,PED-2024-001147,2024-05-17,2437,81,6,2,4,302.12,177.77,0.05
9796,PED-2025-005508,2025-05-29,2038,103,8,4,1,1455.91,963.82,0.05
2386,PED-2024-001361,2024-06-08,1807,48,9,3,4,1055.48,702.08,0.00
3235,PED-2024-001831,2024-07-02,34,59,11,1,1,455.67,326.16,0.05
7376,PED-2025-004151,2025-01-14,1961,92,9,1,2,61.28,34.62,0.10
10693,PED-2025-006002,2025-07-08,326,67,1,1,1,2397.92,1888.98,0.00
8179,PED-2025-004593,2025-02-21,603,67,3,2,1,2371.16,1843.99,0.00
13445,PED-2025-007565,2025-11-03,1042,31,1,1,1,164.92,122.66,0.00
9547,PED-2025-005366,2025-05-30,163,102,5,1,3,60.26,40.71,0.00
6787,PED-2024-003829,2024-12-10,2457,35,7,1,4,542.50,409.61,0.15
7826,PED-2025-004403,2025-02-26,1509,53,10,3,3,58.48,39.57,0.10
12633,PED-2025-007098,2025-09-03,1355,76,12,1,1,5345.43,4548.61,0.10
5610,PED-2024-003173,2024-11-21,302,105,9,2,1,784.98,536.47,0.10
4320,PED-2024-002442,2024-09-14,967,65,12,1,1,762.61,663.89,0.00
1171,PED-2024-000666,2024-03-20,1913,36,1,2,1,1459.42,1064.17,0.00
2880,PED-2024-001634,2024-06-10,1385,76,10,3,1,5316.29,4446.53,0.20
2361,PED-2024-001346,2024-05-25,623,66,4,1,1,1517.01,1189.12,0.00
12790,PED-2025-007188,2025-10-27,1183,22,8,4,2,747.31,552.03,0.00
7589,PED-2025-004271,2025-01-31,763,33,9,1,2,331.95,239.13,0.00
4120,PED-2024-002323,2024-09-03,742,62,10,3,1,3031.08,2462.57,0.00
13587,PED-2025-007646,2025-11-15,1106,100,9,1,1,22.62,11.84,0.15
1132,PED-2024-000645,2024-03-07,1756,13,1,1,1,841.39,675.88,0.00
7955,PED-2025-004472,2025-02-02,916,46,12,2,3,117.93,78.12,0.00
2623,PED-2024-001485,2024-06-16,631,5,10,1,1,611.54,486.50,0.15
14031,PED-2025-007886,2025-11-06,686,38,11,1,2,163.00,125.68,0.10
366,PED-2024-000217,2024-01-20,2303,118,9,2,4,111.54,78.18,0.20
5888,PED-2024-003328,2024-11-04,2036,67,9,1,1,2243.27,1781.87,0.05
8249,PED-2025-004635,2025-03-19,792,10,6,2,1,1691.45,1382.01,0.05
6444,PED-2024-003621,2024-12-19,761,93,2,1,1,27.01,15.91,0.10
1532,PED-2024-000872,2024-04-27,2230,68,1,2,1,1290.66,1128.84,0.00
1120,PED-2024-000638,2024-03-17,654,25,5,1,1,326.36,234.88,0.20
14008,PED-2025-007870,2025-11-10,1741,40,5,3,2,167.05,125.81,
2097,PED-2024-001193,2024-05-04,1020,66,5,2,1,1534.70,1210.00,0.15
3754,PED-2024-002119,2024-08-25,1474,99,6,1,1,34.13,18.54,0.20
2158,PED-2024-001231,2024-05-14,2492,79,9,4,1,4647.43,3608.31,0.10
13049,PED-2025-007336,2025-10-20,1449,9,3,1,1,1476.03,1107.73,0.05
762,PED-2024-000436,2024-02-02,1358,14,2,1,1,1147.99,906.42,0.00
5675,PED-2024-003209,2024-11-10,2290,40,8,2,3,160.77,126.17,0.15
7919,PED-2025-004454,2025-02-10,196,72,6,3,1,847.24,699.10,0.05
10584,PED-2025-005947,2025-06-17,2298,68,5,2,1,1346.10,1138.30,0.00
6011,PED-2024-003391,2024-11-26,1865,84,5,3,3,200.30,108.77,0.05
1004,PED-2024-000569,2024-03-12,205,98,8,2,1,29.15,16.21,0.00
12374,PED-2025-006948,2025-09-30,2474,110,1,3,1,400.44,289.96,0.05
14954,PED-2025-008398,2025-12-12,10,93,9,3,3,28.67,16.76,0.20
8715,PED-2025-004893,2025-03-02,1875,45,3,1,2,152.25,104.09,0.00
5860,PED-2024-003311,2024-11-02,921,20,6,1,1,427.89,318.32,0.05
7646,PED-2025-004307,2025-01-08,635,38,12,1,3,171.98,126.51,0.00
15468,PED-2025-008691,2025-12-19,390,90,7,1,1,83.33,48.83,0.00
9433,PED-2025-005302,2025-05-28,1376,114,6,3,1,74.11,47.54,0.15
6004,PED-2024-003388,2024-11-20,2281,40,1,3,1,169.61,125.47,0.20
6240,PED-2024-003513,2024-12-01,1507,58,12,1,1,40.00,26.75,0.10
11224,PED-2025-006312,2025-07-16,351,78,6,2,1,3264.35,2714.13,0.20
3726,PED-2024-002100,2024-08-25,2290,29,7,1,1,1307.59,1006.53,0.00
1998,PED-2024-001133,2024-05-19,876,2,7,1,2,371.19,313.56,0.00
1542,PED-2024-000877,2024-04-16,1419,74,12,1,1,2663.79,2170.70,0.05
10583,PED-2025-005946,2025-06-15,190,6,10,3,1,2216.83,1779.31,0.00
2107,PED-2024-001198,2024-05-13,1384,98,11,2,1,29.78,16.07,0.05
1584,PED-2024-000897,2024-04-19,1267,69,7,1,1,6559.68,5423.59,0.05
10756,PED-2025-006036,2025-07-14,1363,23,12,1,2,104.77,80.71,0.00
116,PED-2024-000066,2024-01-04,1535,24,6,2,1,206.87,155.19,0.00
12532,PED-2025-007036,2025-09-14,1869,118,8,4,3,113.68,81.70,0.05
7447,PED-2025-004191,2025-01-12,1648,13,10,2,1,865.21,691.80,0.10
1113,PED-2024-000633,2024-03-07,1447,99,2,3,1,35.72,18.85,0.05
6433,PED-2024-003615,2024-12-27,347,71,3,2,2,952.47,770.92,0.20
7691,PED-2025-004331,2025-02-19,10,90,1,2,4,81.35,46.88,0.05
7445,PED-2025-004189,2025-01-19,783,59,2,2,1,491.87,332.83,0.00
2256,PED-2024-001281,2024-05-15,674,46,6,1,1,108.58,77.36,0.15
1814,PED-2024-001022,2024-04-10,126,107,10,1,2,178.08,117.91,0.15
14848,PED-2025-008332,2025-12-09,60,16,12,4,1,3786.49,2893.52,0.00
11299,PED-2025-006353,2025-08-22,2178,95,6,1,2,218.36,128.88,0.00
6273,PED-2024-003528,2024-12-02,854,112,9,3,2,44.84,33.87,0.00
11201,PED-2025-006296,2025-07-30,817,7,9,2,1,867.86,660.88,0.05
888,PED-2024-000506,2024-03-14,2447,37,2,1,2,91.27,66.42,0.00
2232,PED-2024-001269,2024-05-25,2404,76,10,2,1,5504.49,4421.31,0.05
14901,PED-2025-008363,2025-12-18,1180,41,1,2,1,169.84,112.88,0.10
10127,PED-2025-005694,2025-06-20,1339,79,2,1,1,4621.82,3767.35,0.00
2929,PED-2024-001661,2024-06-24,1419,38,10,2,1,167.62,120.59,0.10
2307,PED-2024-001311,2024-05-17,1207,44,4,4,1,844.30,615.52,0.05
12578,PED-2025-007063,2025-09-13,1845,26,11,1,1,824.00,579.67,0.00
5760,PED-2024-003257,2024-11-12,538,80,3,1,1,2415.93,2041.50,0.00
4584,PED-2024-002592,2024-09-28,1569,79,3,1,1,4449.04,3750.01,0.15
5189,PED-2024-002947,2024-10-18,800,42,2,4,1,518.00,384.92,0.05
11444,PED-2025-006434,2025-08-23,1484,10,6,1,1,1706.07,1359.84,0.05
11771,PED-2025-006614,2025-08-29,2161,46,4,1,1,119.26,77.80,0.05
9188,PED-2025-005156,2025-04-20,204,92,8,3,1,60.88,34.37,0.00
8165,PED-2025-004586,2025-02-22,2460,72,4,2,2,832.46,683.42,0.10
9033,PED-2025-005072,2025-04-13,1407,58,2,4,2,41.16,26.96,0.10
10942,PED-2025-006146,2025-07-30,1038,12,1,3,2,3401.60,2650.51,0.00
9284,PED-2025-005213,2025-04-13,1341,51,8,2,1,258.18,174.88,0.20
11798,PED-2025-006626,2025-08-18,466,9,1,3,1,1436.64,1095.07,0.05
12655,PED-2025-007111,2025-09-01,1425,89,12,3,2,171.76,91.72,0.05
9583,PED-2025-005386,2025-05-24,917,68,9,1,1,1360.06,1143.95,0.15
3271,PED-2024-001855,2024-07-25,333,100,6,2,2,21.97,11.17,0.10
344,PED-2024-000202,2024-01-31,537,20,6,1,1,426.38,328.07,0.00
7642,PED-2025-004303,2025-01-25,2447,55,4,1,1,113.90,81.67,0.00
442,PED-2024-000259,2024-01-31,773,90,10,2,3,78.31,46.79,0.00
10393,PED-2025-005843,2025-06-03,1362,86,3,3,2,470.73,276.48,0.05
11351,PED-2025-006383,2025-08-22,240,77,9,1,2,2865.51,2280.89,0.05
13788,PED-2025-007746,2025-11-20,439,18,10,1,2,1377.59,1123.65,0.15
5578,PED-2024-003156,2024-11-29,41,82,3,1,1,242.42,129.04,0.00
4737,PED-2024-002689,2024-10-30,906,90,4,1,2,80.17,46.44,0.00
1039,PED-2024-000590,2024-03-17,1235,93,8,1,2,28.33,15.81,0.00
15381,PED-2025-008637,2025-12-10,181,11,11,2,1,3267.80,2620.22,0.05
529,PED-2024-000309,2024-02-04,1004,14,7,2,1,1104.79,933.58,0.10
1057,PED-2024-000603,2024-03-20,2490,46,2,2,2,113.68,78.19,
11895,PED-2025-006685,2025-08-26,96,85,3,1,1,30.28,15.63,0.00
2849,PED-2024-001617,2024-06-01,1698,86,8,1,2,468.11,274.30,0.05
10956,PED-2025-006156,2025-07-21,906,98,4,1,5,31.08,16.53,0.00
954,PED-2024-000542,2024-03-25,843,66,9,4,2,1550.36,1191.48,0.05
1382,PED-2024-000785,2024-04-27,1204,91,12,2,3,170.41,102.40,0.00
6715,PED-2024-003786,2024-12-23,1792,10,8,3,1,1679.96,1334.19,0.05
709,PED-2024-000406,2024-02-11,551,84,12,1,4,210.99,109.60,0.00
8762,PED-2025-004919,2025-04-19,407,55,12,3,1,119.27,79.59,0.00
304,PED-2024-000177,2024-01-12,2444,91,2,3,3,177.53,103.24,0.00
902,PED-2024-000513,2024-03-20,1438,14,6,2,1,1188.58,932.92,0.05
438,PED-2024-000256,2024-01-25,1572,18,10,1,1,1413.18,1074.43,0.00
1302,PED-2024-000742,2024-03-29,2218,85,9,4,3,29.77,15.03,0.00
8111,PED-2025-004559,2025-02-19,2467,114,8,4,1,73.44,48.10,0.05
6955,PED-2024-003918,2024-12-07,293,9,5,2,1,1441.20,1072.10,0.20
3891,PED-2024-002195,2024-08-14,767,76,3,3,1,5495.00,4375.31,0.00
4348,PED-2024-002459,2024-09-19,1235,11,6,2,1,2969.35,2477.42,0.00
3015,PED-2024-001708,2024-07-14,2255,61,4,3,1,472.80,376.83,0.00
12275,PED-2025-006891,2025-09-28,1621,100,9,2,5,21.55,11.48,0.05
3073,PED-2024-001742,2024-07-01,712,27,5,2,2,638.81,465.45,0.05
12443,PED-2025-006987,2025-09-27,305,67,11,1,1,2267.88,1916.72,0.00
11982,PED-2025-006730,2025-09-16,1025,39,7,1,3,5076.34,4062.09,0.15
926,PED-2024-000527,2024-03-05,1852,116,6,1,2,165.92,118.50,0.15
3000,PED-2024-001700,2024-07-21,1326,115,2,3,1,71.39,46.77,0.00
10594,PED-2025-005950,2025-06-23,613,57,3,1,1,1294.61,893.24,0.00
7092,PED-2024-003992,2024-12-22,1312,45,9,1,1,145.74,99.94,0.10
4365,PED-2024-002467,2024-09-28,1403,58,7,1,2,40.70,26.12,0.00
15322,PED-2025-008607,2025-12-26,2204,111,9,1,1,116.68,86.10,0.00
11851,PED-2025-006661,2025-08-14,435,27,6,2,1,666.42,465.65,0.15
12837,PED-2025-007219,2025-10-14,659,88,1,1,2,39.83,20.10,0.00
9239,PED-2025-005187,2025-04-30,603,26,8,4,3,767.38,587.90,0.05
1163,PED-2024-000661,2024-03-20,1435,32,6,1,1,1922.93,1399.21,0.00
7686,PED-2025-004329,2025-02-22,1180,39,2,2,2,5341.04,3924.21,0.00
13461,PED-2025-007576,2025-11-17,383,100,9,3,1,21.50,11.48,0.10
14046,PED-2025-007894,2025-11-30,2425,22,6,3,1,747.70,563.24,0.20
1221,PED-2024-000693,2024-03-30,1322,117,8,3,1,139.79,89.93,0.10
4305,PED-2024-002435,2024-09-29,803,93,12,2,2,28.46,16.12,0.10
14487,PED-2025-008134,2025-12-18,573,38,6,2,1,163.22,126.04,0.10
9093,PED-2025-005104,2025-04-07,1274,8,9,2,1,3853.89,2921.29,0.05
2868,PED-2024-001627,2024-06-22,1161,27,11,3,1,614.95,458.79,0.15
9677,PED-2025-005442,2025-05-12,1674,99,3,1,1,37.92,18.79,0.00
14572,PED-2025-008178,2025-12-26,1257,40,3,4,1,167.23,130.19,0.05
6417,PED-2024-003608,2024-12-04,1639,86,12,1,1,454.82,270.77,0.05
4445,PED-2024-002509,2024-09-16,2496,7,5,4,1,779.67,645.96,0.05
5335,PED-2024-003020,2024-10-24,2375,92,6,1,1,59.27,33.78,0.15
6650,PED-2024-003743,2024-12-22,69,20,2,4,2,424.36,317.81,0.10
9776,PED-2025-005498,2025-05-20,1697,23,12,2,1,109.02,81.28,0.10
6326,PED-2024-003559,2024-12-07,2075,120,4,2,1,1067.97,796.67,0.05
6128,PED-2024-003450,2024-11-15,836,67,4,2,2,2262.82,1792.40,0.05
14317,PED-2025-008044,2025-11-17,1544,95,6,2,1,233.83,127.91,0.20
13839,PED-2025-007778,2025-11-18,2146,38,4,3,1,165.06,124.17,0.00
7276,PED-2025-004097,2025-01-10,39,40,1,1,1,161.73,129.54,0.10
4611,PED-2024-002611,2024-09-24,1611,24,2,2,3,206.23,156.80,0.05
509,PED-2024-000297,2024-02-29,145,84,3,2,1,209.94,111.63,0.05
4500,PED-2024-002543,2024-09-03,2168,36,7,2,1,1542.95,1055.46,0.10
3327,PED-2024-001887,2024-07-29,2472,8,6,2,1,3708.45,2898.83,0.15
8975,PED-2025-005040,2025-04-21,1496,63,12,4,1,1636.81,1360.81,0.05
6411,PED-2024-003604,2024-12-29,1217,19,7,4,1,4837.67,3512.26,0.10
13005,PED-2025-007313,2025-10-31,1381,12,10,2,1,3497.73,2632.69,0.00
2017,PED-2024-001146,2024-05-27,1649,28,1,1,1,106.09,79.16,0.00
5341,PED-2024-003023,2024-10-02,2197,52,9,1,1,1472.87,911.28,0.00
13003,PED-2025-007312,2025-10-25,2024,55,5,1,1,112.49,81.88,0.00
6997,PED-2024-003941,2024-12-02,2059,2,7,3,1,367.69,314.89,0.20
6992,PED-2024-003939,2024-12-24,1416,61,2,1,1,468.75,361.38,0.15
563,PED-2024-000326,2024-02-03,271,39,10,4,2,4816.81,3832.32,0.00
4437,PED-2024-002505,2024-09-21,1814,47,2,3,1,600.09,407.03,0.05
